,A0
3622,31409.1
3623,2411.24
3624,34350.5
3625,18018.6
3626,11324.5
3627,23735.1
3628,16593.6
3629,33940.1
3630,32932.7
3631,1677.75
3632,19177.2
3633,30728.9
3634,22624.8
3635,3809.26
3636,11837.3
3637,13131.5
3638,27733.2
3639,28119.9
3640,36052.6
3641,19816.3
3642,32967.6
3643,9630.58
3644,31450.7
3645,31333.0
3646,17312.8
3647,33475.2
3648,14476.7
3649,32932.7
3650,24019.5
3651,6203.44
3652,6720.42
3653,24543.8
3654,13520.8
3655,28210.3
3656,17912.6
3657,16505.9
3658,4251.56
3659,11791.0
3660,13386.3
3661,8870.66
3662,16709.2
3663,33262.7
3664,8785.9
3665,33608.2
3666,15067.2
3667,29744.8
3668,26091.5
3669,10324.9
3670,8840.09
3671,7532.4
3672,5449.72
3673,17680.3
3674,33618.0
3675,21381.6
3676,15950.3
3677,17450.4
3678,10501.1
3679,21981.9
3680,17922.2
3681,16563.8
3682,6426.43
3683,16660.7
3684,27396.3
3685,16676.5
3686,21491.1
3687,5020.21
3688,30302.1
3689,18074.6
3690,8907.86
3691,24043.0
3692,5711.77
3693,29799.6
3694,2600.37
3695,30994.2
3696,20137.0
3697,32319.3
3698,1382.5
3699,16371.5
3700,3326.1
3701,21513.8
3702,14746.6
3703,19310.5
3704,24934.0
3705,14835.2
3706,11917.5
3707,8062.88
3708,8624.84
3709,25106.1
3710,13512.2
3711,16414.0
3712,3975.76
3713,26067.4
3714,29495.1
3715,27846.7
3716,25591.4
3717,2004.19
3718,8791.89
3719,15033.5
3720,32938.0
3721,32569.4
3722,10678.5
3723,9324.4
3724,29529.8
3725,5996.71
3726,26417.5
3727,32915.7
3728,32097.1
3729,5745.03
3730,602.448
3731,25476.8
3732,3545.7
3733,25627.9
3734,4747.89
3735,17414.2
3736,31894.8
3737,384.189
3738,29928.7
3739,12897.3
3740,14979.4
3741,11368.5
3742,2428.77
3743,26823.8
3744,32631.7
3745,12303.0
3746,19132.1
3747,5330.95
3748,11132.7
3749,23962.4
3750,1788.19
3751,21310.8
3752,5327.47
3753,5804.34
3754,21179.6
3755,19256.7
3756,10933.8
3757,8518.3
3758,34694.6
3759,21806.2
3760,12160.0
3761,8538.31
3762,7005.7
3763,1552.14
3764,32578.9
3765,29205.8
3766,17254.4
3767,6441.05
3768,11658.6
3769,24547.8
3770,11631.1
3771,7706.98
3772,35619.6
3773,20325.9
3774,34139.3
3775,16982.8
3776,8775.96
3777,3667.98
3778,8530.43
3779,4677.14
3780,25423.3
3781,6799.81
3782,19457.9
3783,4059.69
3784,7481.92
3785,13486.6
3786,26159.8
3787,31863.1
3788,15315.3
3789,7943.61
3790,30519.9
3791,32827.1
3792,5378.76
3793,16304.4
3794,29444.2
3795,9619.83
3796,19018.2
3797,7931.96
3798,4691.16
3799,14999.3
3800,26796.4
3801,14207.7
3802,15813.5
3803,6131.62
3804,13691.1
3805,31652.7
3806,19207.9
3807,30138.4
3808,22294.6
3809,13377.1
3810,21247.4
3811,30191.7
3812,9765.43
3813,26332.9
3814,19088.4
3815,28283.6
3816,12032.9
3817,33831.6
3818,8012.26
3819,7238.42
3820,30992.7
3821,7138.11
3822,2699.39
3823,20252.5
3824,11780.7
3825,17839.8
3826,28797.1
3827,23662.2
3828,2409.45
3829,8054.24
3830,5796.01
3831,8689.28
3832,3032.68
3833,12774.2
3834,28056.7
3835,6655.73
3836,12163.8
3837,20946.9
3838,14270.8
3839,26023.5
3840,10155.9
3841,14095.8
3842,21921.7
3843,33163.3
3844,8252.07
3845,6509.92
3846,22937.1
3847,8659.34
3848,16437.5
3849,17774.6
3850,17062.8
3851,15883.5
3852,34976.0
3853,16003.1
3854,13324.7
3855,17867.0
3856,13775.0
3857,21874.9
3858,21162.0
3859,9748.75
3860,8969.08
3861,31371.1
3862,12242.7
3863,16543.8
3864,9445.27
3865,12921.7
3866,12418.8
3867,29087.3
3868,13469.3
3869,7206.88
3870,2241.58
3871,12494.2
3872,32353.9
3873,15762.2
3874,34473.5
3875,21174.0
3876,24381.9
3877,27374.8
3878,18372.4
3879,6521.28
3880,33341.1
3881,32263.7
3882,29807.4
3883,20190.5
3884,8639.39
3885,33211.1
3886,14773.2
3887,6261.17
3888,8764.75
3889,13925.6
3890,29614.1
3891,15327.7
3892,15713.7
3893,28192.6
3894,30398.1
3895,3812.51
3896,24857.0
3897,27851.4
3898,17396.1
3899,6999.46
3900,11763.1
3901,34551.2
3902,3677.56
3903,17845.4
3904,26613.7
3905,20851.7
3906,26562.1
3907,14069.0
3908,7869.1
3909,8980.47
3910,26694.2
3911,9415.55
3912,20770.5
3913,28235.8
3914,5187.87
3915,25416.1
3916,24024.2
3917,7684.63
3918,11134.3
3919,30288.2
3920,11633.4
3921,5608.83
3922,1099.65
3923,28647.5
3924,10526.2
3925,937.305
3926,9048.27
3927,32550.0
3928,25906.0
3929,18249.8
3930,12973.0
3931,18585.7
3932,15693.8
3933,17709.5
3934,31085.7
3935,16474.9
3936,20164.5
3937,6212.49
3938,18722.7
3939,16120.3
3940,27818.5
3941,35007.3
3942,6479.12
3943,5836.33
3944,20606.0
3945,13721.3
3946,14328.3
3947,20523.6
3948,3914.33
3949,29448.6
3950,16453.3
3951,30234.7
3952,19419.2
3953,18910.0
3954,34757.6
3955,4785.96
3956,5421.47
3957,31311.4
3958,26578.1
3959,5453.12
3960,27517.9
3961,30029.4
3962,11280.4
3963,667.051
3964,29573.9
3965,33270.0
3966,9604.6
3967,4884.41
3968,12559.5
3969,7093.06
3970,17972.1
3971,11126.2
3972,26371.6
3973,22160.1
3974,8482.44
3975,19705.6
3976,33145.8
3977,8398.16
3978,19484.2
3979,16346.8
3980,16645.8
3981,16984.2
3982,2022.02
3983,17896.2
3984,11327.5
3985,29341.2
3986,4821.75
3987,28067.4
3988,21770.1
3989,23140.2
3990,5227.01
3991,13772.0
3992,32877.1
3993,20264.9
3994,12742.1
3995,2307.77
3996,25677.7
3997,31422.7
3998,14648.0
3999,26257.1
4000,31128.2
4001,3905.96
4002,5883.66
4003,3650.25
4004,13951.6
4005,21059.7
4006,26990.0
4007,6840.57
4008,28769.4
4009,10473.9
4010,22666.1
4011,6394.35
4012,21443.4
4013,28927.0
4014,17926.9
4015,6298.29
4016,23975.5
4017,22839.0
4018,3810.51
4019,20405.5
4020,6012.37
4021,25295.7
4022,13953.1
4023,29640.0
4024,27646.4
4025,5706.74
4026,32436.0
4027,22518.7
4028,4680.21
4029,20793.8
4030,6777.58
4031,8018.88
4032,16740.1
4033,31276.8
4034,21559.3
4035,16851.6
4036,35262.4
4037,17227.2
4038,11513.8
4039,19875.1
4040,4270.07
4041,6922.5
4042,15919.4
4043,30375.0
4044,17826.0
4045,19112.5
4046,32185.6
4047,30143.2
4048,3535.36
4049,10334.2
4050,14453.4
4051,6787.72
4052,14878.5
4053,3922.88
4054,8022.51
4055,6358.1
4056,14452.3
4057,8643.78
4058,4625.24
4059,12059.4
4060,8394.81
4061,23399.1
4062,28647.0
4063,25793.7
4064,23230.5
4065,1169.44
4066,21010.7
4067,18951.6
4068,24407.0
4069,22254.0
4070,24822.8
4071,22193.2
4072,5361.72
4073,2437.84
4074,11056.5
4075,9381.85
4076,27213.4
4077,10100.4
4078,26694.5
4079,13987.1
4080,15798.1
4081,14763.8
4082,30960.6
4083,31084.5
4084,21778.6
4085,11175.2
4086,26570.2
4087,20910.2
4088,8452.68
4089,9842.87
4090,6978.65
4091,2156.02
4092,1088.61
4093,8246.54
4094,8632.28
4095,3961.41
4096,26560.2
4097,17319.2
4098,33210.3
4099,33044.2
4100,29365.0
4101,28246.9
4102,13504.8
4103,27172.4
4104,22572.3
4105,16797.5
4106,26395.4
4107,23392.8
4108,25960.6
4109,18312.9
4110,7843.54
4111,18450.6
4112,7192.54
4113,7408.5
4114,32751.2
4115,26203.5
4116,17513.1
4117,13163.0
4118,24567.7
4119,24009.5
4120,19414.6
4121,5573.58
4122,13411.0
4123,12973.0
4124,30766.0
4125,30744.0
4126,18259.0
4127,21516.8
4128,11724.8
4129,20815.2
4130,20399.3
4131,27380.7
4132,20941.2
4133,13704.1
4134,10485.0
4135,33188.8
4136,2990.33
4137,18320.5
4138,4904.38
4139,25316.5
4140,28833.9
4141,6676.76
4142,23387.5
4143,30639.0
4144,7855.09
4145,14184.9
4146,10474.4
4147,32059.2
4148,18386.0
4149,25995.7
4150,11993.7
4151,26093.8
4152,25861.1
4153,35321.7
4154,32707.1
4155,3964.74
4156,26370.7
4157,29757.3
4158,22665.4
4159,6086.77
4160,21300.5
4161,16792.7
4162,12136.7
4163,21780.7
4164,17267.7
4165,3824.24
4166,24907.3
4167,21546.4
4168,5993.97
4169,27374.5
4170,7437.09
4171,29565.0
4172,9304.34
4173,21817.6
4174,7631.37
4175,22438.0
4176,32341.6
4177,9648.11
4178,12355.3
4179,15665.4
4180,8382.2
4181,22370.3
4182,3452.85
4183,17520.2
4184,1483.64
4185,30219.8
4186,35242.1
4187,30693.1
4188,32270.5
4189,27885.5
4190,27125.1
4191,33685.4
4192,13638.6
4193,16176.7
4194,29651.5
4195,21160.7
4196,11822.7
4197,2992.41
4198,24215.3
4199,23425.2
4200,8148.82
4201,12051.3
4202,3305.17
4203,19556.4
4204,21495.1
4205,26629.3
4206,15242.2
4207,6778.66
4208,16123.9
4209,17067.2
4210,32971.2
4211,22475.1
4212,30018.1
4213,18687.3
4214,11148.0
4215,31697.8
4216,30282.8
4217,32633.1
4218,33114.8
4219,23090.1
4220,13451.7
4221,26978.1
4222,26267.3
4223,28101.9
4224,27721.0
4225,20099.3
4226,13473.6
4227,15261.3
4228,29552.0
4229,7247.05
4230,20183.7
4231,16773.1
4232,6582.2
4233,24793.9
4234,20238.3
4235,11959.3
4236,5676.26
4237,34582.3
4238,9949.95
4239,25305.2
4240,6521.02
4241,7064.14
4242,18320.9
4243,9637.97
4244,11863.9
4245,9931.58
4246,20297.9
4247,29760.9
4248,13235.4
4249,9711.46
4250,26091.7
4251,33824.9
4252,11305.2
4253,16541.6
4254,28997.1
4255,6604.14
4256,15366.7
4257,9701.94
4258,14613.3
4259,2089.61
4260,27886.6
4261,24217.5
4262,10340.9
4263,32452.1
4264,7650.27
4265,5480.2
4266,31375.3
4267,23356.5
4268,13091.9
4269,8635.32
4270,9760.97
4271,25153.4
4272,30696.5
4273,2902.63
4274,28799.4
4275,29910.1
4276,28853.8
4277,19384.2
4278,4110.1
4279,12079.2
4280,5217.59
4281,30715.2
4282,33186.9
4283,25601.1
4284,26239.6
4285,4582.74
4286,30243.2
4287,21098.4
4288,22113.4
4289,19544.1
4290,3348.52
4291,8014.39
4292,31517.6
4293,16877.8
4294,6483.35
4295,22559.3
4296,4870.63
4297,35429.5
4298,24569.4
4299,34627.0
4300,13476.4
4301,27791.8
4302,18373.2
4303,11594.3
4304,8235.67
4305,18856.8
4306,10120.1
4307,7320.3
4308,3033.99
4309,9258.42
4310,16838.6
4311,8605.02
4312,5513.39
4313,29109.0
4314,18183.3
4315,17964.5
4316,1729.15
4317,7185.18
4318,2213.07
4319,22721.9
4320,3751.91
4321,27151.3
4322,33713.7
4323,34449.7
4324,8291.32
4325,22376.1
4326,12402.4
4327,18276.8
4328,11181.3
4329,18144.9
4330,9304.65
4331,32540.3
4332,31194.8
4333,25489.6
4334,20669.1
4335,30067.8
4336,31799.1
4337,4724.38
4338,19404.0
4339,20740.5
4340,12642.7
4341,2901.94
4342,31404.1
4343,19969.1
4344,35499.6
4345,12132.5
4346,29197.5
4347,9956.26
4348,3920.64
4349,32353.0
4350,8673.86
4351,30916.7
4352,28033.4
4353,34318.3
4354,7136.8
4355,35281.1
4356,35033.6
4357,33446.3
4358,33964.9
4359,26397.9
4360,23386.5
4361,12300.9
4362,12712.5
4363,27537.8
4364,33719.8
4365,9035.16
4366,17133.1
4367,23587.9
4368,24590.3
4369,34083.4
4370,9857.17
4371,32993.0
4372,16430.8
4373,28325.6
4374,3789.76
4375,3439.08
4376,26667.4
4377,12203.8
4378,30338.7
4379,14272.3
4380,8459.42
4381,815.243
4382,22491.5
4383,26312.3
4384,24235.6
4385,21856.1
4386,10091.7
4387,12192.2
4388,13397.5
4389,27929.3
4390,5164.83
4391,19838.9
4392,11787.6
4393,12852.9
4394,5028.92
4395,12539.3
4396,15280.4
4397,13347.2
4398,22106.8
4399,5408.61
4400,9497.61
4401,1685.86
4402,4597.27
4403,22319.8
4404,19528.3
4405,6939.59
4406,1935.75
4407,29092.7
4408,6620.18
4409,3232.69
4410,10119.7
4411,4100.93
4412,13045.6
4413,19570.7
4414,5135.46
4415,2132.92
4416,31568.2
4417,21048.3
4418,13808.4
4419,23695.1
4420,30991.3
4421,34959.4
4422,7565.99
4423,5681.61
4424,9591.07
4425,10320.7
4426,13680.9
4427,24857.1
4428,5601.24
4429,18894.8
4430,10157.9
4431,9681.13
4432,5702.3
4433,13256.6
4434,13155.2
4435,20259.5
4436,17061.3
4437,5812.05
4438,20857.3
4439,24372.1
4440,34640.9
4441,17279.3
4442,31280.7
4443,21590.7
4444,29633.7
4445,8981.01
4446,34718.1
4447,1262.79
4448,34433.2
4449,13025.8
4450,2552.22
4451,2293.36
4452,18962.1
4453,22543.6
4454,2354.6
4455,18068.1
4456,26097.5
4457,6182.34
4458,8280.39
4459,24682.5
4460,32265.9
4461,18749.7
4462,28424.4
4463,26783.5
4464,13190.3
4465,22856.1
4466,2576.97
4467,4525.17
4468,14816.4
4469,8906.53
4470,30750.1
4471,26582.0
4472,419.45
4473,25867.8
4474,7585.71
4475,6840.7
4476,22855.5
4477,6553.53
4478,33389.7
4479,20210.0
4480,12986.7
4481,32026.0
4482,18989.7
4483,7124.49
4484,25001.0
4485,23128.8
4486,3924.04
4487,5845.04
4488,19112.9
4489,19823.5
4490,16184.6
4491,19172.9
4492,26408.2
4493,25699.1
4494,11535.5
4495,22342.9
4496,7527.02
4497,5072.99
4498,15498.4
4499,3348.26
4500,6932.02
4501,14840.8
4502,16533.1
4503,25792.0
4504,9079.8
4505,27730.8
4506,8040.19
4507,2656.9
4508,4699.31
4509,31966.1
4510,13656.2
4511,30091.1
4512,17854.3
4513,29660.4
4514,12580.7
4515,3527.53
4516,22826.3
4517,7609.5
4518,10526.1
4519,33260.5
4520,4524.26
4521,23234.5
4522,10608.3
4523,1590.02
4524,15016.2
4525,6626.91
4526,10163.7
4527,12568.7
4528,25403.4
4529,21544.4
4530,12804.3
4531,27477.6
4532,2801.57
4533,10489.2
4534,20487.5
4535,26211.7
4536,9946.99
4537,942.456
4538,14532.3
4539,13686.5
4540,34793.8
4541,27398.0
4542,31759.0
4543,26760.6
4544,24964.2
4545,30719.7
4546,15870.1
4547,14565.3
4548,21098.7
4549,4826.26
4550,4067.93
4551,11784.1
4552,2692.78
4553,33179.9
4554,19309.6
4555,12217.3
4556,34377.9
4557,4526.87
4558,28109.2
4559,2770.33
4560,13244.8
4561,5172.03
4562,6616.79
4563,7228.68
4564,23138.7
4565,27244.5
4566,34061.7
4567,17838.9
4568,2596.75
4569,6726.45
4570,21061.2
4571,21162.1
4572,30068.8
4573,12176.4
4574,34996.5
4575,20956.9
4576,22912.6
4577,22177.1
4578,23244.8
4579,8454.08
4580,26338.4
4581,19488.1
4582,11287.7
4583,9293.87
4584,28881.1
4585,18005.5
4586,8588.65
4587,7608.82
4588,3940.04
4589,17653.0
4590,14143.9
4591,9212.15
4592,33603.1
4593,17273.9
4594,27262.2
4595,21831.2
4596,15042.4
4597,19241.1
4598,20955.0
4599,5244.28
4600,12081.1
4601,19681.1
4602,19305.0
4603,26424.4
4604,17410.8
4605,24159.2
4606,14070.4
4607,5313.85
4608,21156.4
4609,32397.2
4610,35430.8
4611,8060.44
4612,17715.9
4613,18141.2
4614,11567.5
4615,3454.64
4616,12350.5
4617,33478.3
4618,9184.58
4619,31962.1
4620,28502.4
4621,27783.6
4622,4827.94
4623,33246.8
4624,3412.46
4625,33023.5
4626,17715.3
4627,34018.1
4628,34589.3
4629,14565.1
4630,11870.8
4631,13821.0
4632,2002.0
4633,6269.41
4634,33419.3
4635,7071.93
4636,8779.83
4637,19722.6
4638,10916.7
4639,26624.0
4640,4287.01
4641,15941.9
4642,972.083
4643,18208.9
4644,31568.1
4645,4157.6
4646,8599.67
4647,25412.6
4648,24045.6
4649,12615.1
4650,26976.7
4651,8726.12
4652,30527.9
4653,26652.1
4654,15126.9
4655,29466.4
4656,20967.1
4657,6281.84
4658,5752.4
4659,21760.6
4660,23075.5
4661,3069.86
4662,6553.12
4663,12484.1
4664,26149.8
4665,3016.71
4666,18773.1
4667,4156.72
4668,4853.21
4669,4027.56
4670,20230.5
4671,5328.01
4672,17835.6
4673,30375.9
4674,31319.4
4675,22109.1
4676,16854.7
4677,4079.98
4678,7699.77
4679,23691.7
4680,28615.9
4681,13736.7
4682,20979.3
4683,11324.1
4684,12847.1
4685,31685.3
4686,18360.0
4687,32058.1
4688,33292.7
4689,12829.8
4690,2475.06
4691,12995.4
4692,7013.06
4693,16799.6
4694,29152.9
4695,27215.0
4696,22920.5
4697,12462.3
4698,5022.58
4699,27687.5
4700,11066.5
4701,29128.3
4702,18056.3
4703,24361.5
4704,13695.9
4705,30190.8
4706,6529.7
4707,28294.7
4708,9685.55
4709,28156.5
4710,12916.8
4711,29482.4
4712,5639.84
4713,32489.8
4714,25904.4
4715,32651.5
4716,29974.8
4717,5128.28
4718,26217.0
4719,21500.8
4720,7347.41
4721,7146.6
4722,6128.77
4723,19125.8
4724,25028.0
4725,9535.57
4726,20502.7
4727,29162.3
4728,10093.7
4729,5863.35
4730,4558.74
4731,14151.1
4732,28026.2
4733,4730.97
4734,27957.1
4735,7409.38
4736,1553.51
4737,14035.6
4738,31824.9
4739,20201.6
4740,22554.2
4741,33106.2
4742,35754.9
4743,23652.3
4744,8183.65
4745,25934.3
4746,7322.1
4747,11707.9
4748,19232.5
4749,26670.6
4750,9694.65
4751,5735.9
4752,23877.7
4753,29003.3
4754,25590.6
4755,5890.21
4756,6639.28
4757,9024.58
4758,30926.3
4759,5443.25
4760,20049.0
4761,18559.5
4762,23473.8
4763,10026.4
4764,2551.83
4765,12161.2
4766,30233.9
4767,30856.9
4768,2477.45
4769,24815.6
4770,26260.5
4771,5052.56
4772,25342.5
4773,30189.1
4774,4900.19
4775,5366.67
4776,22704.1
4777,31625.0
4778,33400.4
4779,9611.95
4780,1362.54
4781,26468.9
4782,19168.2
4783,34382.0
4784,11732.2
4785,6272.73
4786,24931.2
4787,16086.5
4788,26515.8
4789,2904.09
4790,4504.44
4791,32679.0
4792,5719.16
4793,21510.1
4794,5349.54
4795,19564.3
4796,29981.7
4797,30257.5
4798,15255.8
4799,21989.9
4800,21947.5
4801,35319.2
4802,29265.1
4803,32508.7
4804,33204.2
4805,14829.6
4806,34057.9
4807,20345.5
4808,719.878
4809,33197.1
4810,29995.5
4811,31263.6
4812,15620.6
4813,14457.9
4814,22041.5
4815,7597.96
4816,21550.6
4817,8932.52
4818,13118.8
4819,13447.2
4820,6311.73
4821,25405.0
4822,24361.3
4823,34686.0
4824,6032.23
4825,10371.9
4826,18826.2
4827,21056.5
4828,21025.0
4829,9210.82
4830,28334.5
4831,23769.3
4832,18746.7
4833,19311.5
4834,26305.6
4835,8865.71
4836,13699.1
4837,20830.5
4838,21507.7
4839,31647.9
4840,26338.6
4841,32168.8
4842,6028.02
4843,6939.46
4844,17507.1
4845,25877.2
4846,7444.63
4847,13354.8
4848,14618.3
4849,26465.5
4850,17764.0
4851,8433.84
4852,24656.5
4853,24186.0
4854,34541.2
4855,12752.3
4856,6717.8
4857,32458.3
4858,13717.5
4859,18783.7
4860,8761.12
4861,19642.3
4862,25080.8
4863,32299.3
4864,32079.8
4865,18400.8
4866,19812.2
4867,19207.4
4868,17757.4
4869,15133.0
4870,16075.4
4871,20208.3
4872,25485.4
4873,15121.8
4874,18690.3
4875,3206.44
4876,6993.43
4877,5482.78
4878,4348.58
4879,17639.5
4880,12437.7
4881,4618.77
4882,20580.3
4883,32221.9
4884,7107.63
4885,7629.01
4886,19904.3
4887,22777.7
4888,7062.91
4889,14310.8
4890,19699.3
4891,23513.4
4892,34710.4
4893,21244.7
4894,17018.1
4895,19102.0
4896,20425.3
4897,6375.11
4898,31700.0
4899,5809.96
4900,12868.4
4901,5005.36
4902,14634.6
4903,20452.8
4904,6604.75
4905,23509.8
4906,8452.3
4907,16532.8
4908,11668.2
4909,10872.7
4910,31016.5
4911,7195.1
4912,5828.57
4913,30888.6
4914,16532.9
4915,26773.5
4916,25088.6
4917,15074.1
4918,22799.1
4919,6384.73
4920,25468.5
4921,32053.8
4922,22301.3
4923,7053.26
4924,31018.3
4925,16188.4
4926,31873.1
4927,16002.0
4928,19417.3
4929,18198.0
4930,28582.5
4931,18076.5
4932,13628.8
4933,12735.2
4934,25346.5
4935,10401.1
4936,32919.4
4937,1320.73
4938,28931.1
4939,21410.7
4940,27829.9
4941,30340.7
4942,25325.0
4943,13482.3
4944,13211.4
4945,8724.6
4946,14106.8
4947,23960.4
4948,7138.14
4949,25478.4
4950,28041.8
4951,19144.1
4952,32442.2
4953,15795.9
4954,18400.8
4955,15885.6
4956,9328.01
4957,23439.5
4958,12952.1
4959,33801.4
4960,20569.8
4961,4817.95
4962,2552.01
4963,27437.6
4964,20624.8
4965,16161.3
4966,20251.0
4967,21235.4
4968,11914.8
4969,25438.3
4970,26790.7
4971,10994.3
4972,14319.6
4973,22461.0
4974,5637.97
4975,26296.1
4976,1872.66
4977,32168.6
4978,10890.9
4979,33837.2
4980,28542.1
4981,16245.4
4982,12486.6
4983,33181.8
4984,16636.1
4985,9254.6
4986,23021.2
4987,15919.5
4988,29257.9
4989,21548.1
4990,16524.2
4991,26118.0
4992,29402.8
4993,24421.0
4994,18629.1
4995,21008.5
4996,18927.8
4997,8340.4
4998,7151.89
4999,4364.53
